"","user_id","condition","total_trials","risk","gain","no_effect","experimental_treatment_selected","key_press","rt","ratio","batch","trial_index","risk_c","gain_c","Intercept","Risk_Beta","Gain_Beta","Interaction_Beta","Risk_sig","Gain_sig","Interaction_sig"
"427","3eryCPLE","Attention (Concentration)",75,30,50,20,"No to treatment",90,1597.1749999735,1.66666666666667,1,"52",-23.0666666666667,24.7333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"428","3eryCPLE","Attention (Concentration)",75,40,30,30,"No to treatment",90,2416.83500001091,0.75,1,"53",-13.0666666666667,4.73333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"429","3eryCPLE","Attention (Concentration)",75,35,50,15,"Yes to treatment",77,2083.33000002312,1.42857142857143,1,"54",-18.0666666666667,24.7333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"430","3eryCPLE","Attention (Concentration)",75,70,25,5,"No to treatment",77,1377.51500000013,0.357142857142857,1,"55",16.9333333333333,-0.266666666666666,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"431","3eryCPLE","Attention (Concentration)",75,75,5,20,"No to treatment",90,1065.56499999715,0.0666666666666667,1,"56",21.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"432","3eryCPLE","Attention (Concentration)",75,35,25,40,"No to treatment",77,6248.06499999249,0.714285714285714,1,"57",-18.0666666666667,-0.266666666666666,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"433","3eryCPLE","Attention (Concentration)",75,80,5,15,"No to treatment",90,2346.44999998272,0.0625,1,"58",26.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"434","3eryCPLE","Attention (Concentration)",75,75,15,10,"No to treatment",90,911.46000000299,0.2,1,"59",21.9333333333333,-10.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"435","3eryCPLE","Attention (Concentration)",75,35,30,35,"No to treatment",90,2922.68000001786,0.857142857142857,1,"60",-18.0666666666667,4.73333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"436","3eryCPLE","Attention (Concentration)",75,40,45,15,"Yes to treatment",90,4754.6399999992,1.125,1,"61",-13.0666666666667,19.7333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"437","3eryCPLE","Attention (Concentration)",75,75,5,20,"No to treatment",77,1291.1750000203,0.0666666666666667,1,"62",21.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"438","3eryCPLE","Attention (Concentration)",75,90,5,5,"No to treatment",77,2432.83500001417,0.0555555555555556,1,"63",36.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"439","3eryCPLE","Attention (Concentration)",75,65,10,25,"No to treatment",90,1674.62999999407,0.153846153846154,1,"64",11.9333333333333,-15.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"440","3eryCPLE","Attention (Concentration)",75,90,5,5,"No to treatment",77,1177.01000001398,0.0555555555555556,1,"65",36.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"441","3eryCPLE","Attention (Concentration)",75,65,25,10,"No to treatment",77,1249.60499998997,0.384615384615385,1,"66",11.9333333333333,-0.266666666666666,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"442","3eryCPLE","Attention (Concentration)",75,75,5,20,"No to treatment",77,1025.40499999304,0.0666666666666667,1,"67",21.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"443","3eryCPLE","Attention (Concentration)",75,15,5,80,"No to treatment",77,1521.78500001901,0.333333333333333,1,"68",-38.0666666666667,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"444","3eryCPLE","Attention (Concentration)",75,35,60,5,"Yes to treatment",77,2192.28000001749,1.71428571428571,1,"69",-18.0666666666667,34.7333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"445","3eryCPLE","Attention (Concentration)",75,80,10,10,"No to treatment",90,2338.58000001055,0.125,1,"70",26.9333333333333,-15.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"446","3eryCPLE","Attention (Concentration)",75,20,20,60,"No to treatment",90,1458.01999999094,1,1,"71",-33.0666666666667,-5.26666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"447","3eryCPLE","Attention (Concentration)",75,65,25,10,"No to treatment",77,7478.98000001442,0.384615384615385,1,"72",11.9333333333333,-0.266666666666666,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"448","3eryCPLE","Attention (Concentration)",75,20,60,20,"No to treatment",90,2379.92000000668,3,1,"73",-33.0666666666667,34.7333333333333,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"449","3eryCPLE","Attention (Concentration)",75,90,5,5,"No to treatment",77,2737.68500000006,0.0555555555555556,1,"74",36.9333333333333,-20.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"450","3eryCPLE","Attention (Concentration)",75,80,10,10,"No to treatment",90,1835.04499998526,0.125,1,"75",26.9333333333333,-15.2666666666667,0.00130440746383013,0.91397218105711,1.48965119330938,1.00807628064775,0,1,1
"451","3FgQya4U","Short Term (Working) Memory",75,60,35,5,"No to treatment",90,1225.86999999476,0.583333333333333,1,"1",11.9333333333333,8.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"452","3FgQya4U","Short Term (Working) Memory",75,40,10,50,"No to treatment",90,1650.06000001449,0.25,1,"2",-8.06666666666667,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"453","3FgQya4U","Short Term (Working) Memory",75,35,35,30,"Yes to treatment",77,2146.63500001188,1,1,"3",-13.0666666666667,8.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"454","3FgQya4U","Short Term (Working) Memory",75,65,25,10,"No to treatment",90,1844.68500001822,0.384615384615385,1,"4",16.9333333333333,-1.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"455","3FgQya4U","Short Term (Working) Memory",75,60,5,35,"No to treatment",90,1379.94499999331,0.0833333333333333,1,"5",11.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"456","3FgQya4U","Short Term (Working) Memory",75,80,10,10,"No to treatment",90,1102.35499998089,0.125,1,"6",31.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"457","3FgQya4U","Short Term (Working) Memory",75,75,15,10,"No to treatment",90,3292.51500000828,0.2,1,"7",26.9333333333333,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"458","3FgQya4U","Short Term (Working) Memory",75,15,40,45,"Yes to treatment",77,1603.38499999489,2.66666666666667,1,"8",-33.0666666666667,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"459","3FgQya4U","Short Term (Working) Memory",75,30,65,5,"Yes to treatment",77,1486.89999998896,2.16666666666667,1,"9",-18.0666666666667,38.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"460","3FgQya4U","Short Term (Working) Memory",75,70,10,20,"No to treatment",90,1196.9949999766,0.142857142857143,1,"10",21.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"461","3FgQya4U","Short Term (Working) Memory",75,25,35,40,"Yes to treatment",90,2739.37500000466,1.4,1,"11",-23.0666666666667,8.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"462","3FgQya4U","Short Term (Working) Memory",75,40,5,55,"No to treatment",77,1660.34499998204,0.125,1,"12",-8.06666666666667,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"463","3FgQya4U","Short Term (Working) Memory",75,10,15,75,"No to treatment",77,1856.67999999714,1.5,1,"13",-38.0666666666667,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"464","3FgQya4U","Short Term (Working) Memory",75,65,30,5,"No to treatment",77,1259.74000000861,0.461538461538462,1,"14",16.9333333333333,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"465","3FgQya4U","Short Term (Working) Memory",75,10,75,15,"Yes to treatment",77,998.740000010002,7.5,1,"15",-38.0666666666667,48.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"466","3FgQya4U","Short Term (Working) Memory",75,75,10,15,"No to treatment",77,1093.18499997607,0.133333333333333,1,"16",26.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"467","3FgQya4U","Short Term (Working) Memory",75,30,60,10,"Yes to treatment",77,1212.8500000108,2,1,"17",-18.0666666666667,33.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"468","3FgQya4U","Short Term (Working) Memory",75,15,30,55,"Yes to treatment",77,2411.82500001742,2,1,"18",-33.0666666666667,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"469","3FgQya4U","Short Term (Working) Memory",75,10,55,35,"Yes to treatment",90,1430.42499999865,5.5,1,"19",-38.0666666666667,28.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"470","3FgQya4U","Short Term (Working) Memory",75,80,5,15,"Yes to treatment",77,1178.67999998271,0.0625,1,"20",31.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"471","3FgQya4U","Short Term (Working) Memory",75,45,10,45,"No to treatment",90,1562.49500002014,0.222222222222222,1,"21",-3.06666666666667,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"472","3FgQya4U","Short Term (Working) Memory",75,15,30,55,"Yes to treatment",77,3608.44000001089,2,1,"22",-33.0666666666667,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"473","3FgQya4U","Short Term (Working) Memory",75,35,40,25,"Yes to treatment",77,3330.17499998095,1.14285714285714,1,"23",-13.0666666666667,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"474","3FgQya4U","Short Term (Working) Memory",75,45,40,15,"No to treatment",90,1792.06000000704,0.888888888888889,1,"24",-3.06666666666667,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"475","3FgQya4U","Short Term (Working) Memory",75,5,55,40,"Yes to treatment",90,2124.46999998065,11,1,"25",-43.0666666666667,28.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"476","3FgQya4U","Short Term (Working) Memory",75,75,15,10,"No to treatment",90,1852.57499999716,0.2,1,"26",26.9333333333333,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"477","3FgQya4U","Short Term (Working) Memory",75,40,40,20,"Yes to treatment",90,1893.00999999978,1,1,"27",-8.06666666666667,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"478","3FgQya4U","Short Term (Working) Memory",75,20,45,35,"Yes to treatment",90,1630.86499998462,2.25,1,"28",-28.0666666666667,18.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"479","3FgQya4U","Short Term (Working) Memory",75,85,5,10,"No to treatment",77,1305.67500001052,0.0588235294117647,1,"29",36.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"480","3FgQya4U","Short Term (Working) Memory",75,35,10,55,"No to treatment",90,2036.0900000087,0.285714285714286,1,"30",-13.0666666666667,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"481","3FgQya4U","Short Term (Working) Memory",75,50,45,5,"No to treatment",90,3026.67500000098,0.9,1,"31",1.93333333333333,18.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"482","3FgQya4U","Short Term (Working) Memory",75,5,75,20,"Yes to treatment",90,1544.82499998994,15,1,"32",-43.0666666666667,48.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"483","3FgQya4U","Short Term (Working) Memory",75,45,45,10,"Yes to treatment",77,5661.69000000809,1,1,"33",-3.06666666666667,18.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"484","3FgQya4U","Short Term (Working) Memory",75,50,40,10,"Yes to treatment",90,4119.9450000131,0.8,1,"34",1.93333333333333,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"485","3FgQya4U","Short Term (Working) Memory",75,80,10,10,"No to treatment",77,1396.13499998813,0.125,1,"35",31.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"486","3FgQya4U","Short Term (Working) Memory",75,35,30,35,"Yes to treatment",77,1894.67999999761,0.857142857142857,1,"36",-13.0666666666667,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"487","3FgQya4U","Short Term (Working) Memory",75,25,20,55,"Yes to treatment",77,1344.29000000819,0.8,1,"37",-23.0666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"488","3FgQya4U","Short Term (Working) Memory",75,30,65,5,"Yes to treatment",77,1484.07000000589,2.16666666666667,1,"38",-18.0666666666667,38.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"489","3FgQya4U","Short Term (Working) Memory",75,75,10,15,"No to treatment",77,1818.1700000132,0.133333333333333,1,"39",26.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"490","3FgQya4U","Short Term (Working) Memory",75,90,5,5,"No to treatment",90,1112.44999998598,0.0555555555555556,1,"40",41.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"491","3FgQya4U","Short Term (Working) Memory",75,45,5,50,"No to treatment",90,3380.42000000132,0.111111111111111,1,"41",-3.06666666666667,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"492","3FgQya4U","Short Term (Working) Memory",75,55,35,10,"No to treatment",77,2321.57000000007,0.636363636363636,1,"42",6.93333333333333,8.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"493","3FgQya4U","Short Term (Working) Memory",75,25,20,55,"Yes to treatment",77,2291.62499998347,0.8,1,"43",-23.0666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"494","3FgQya4U","Short Term (Working) Memory",75,65,10,25,"No to treatment",90,1352.90500000701,0.153846153846154,1,"44",16.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"495","3FgQya4U","Short Term (Working) Memory",75,35,30,35,"Yes to treatment",90,4002.29499998386,0.857142857142857,1,"45",-13.0666666666667,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"496","3FgQya4U","Short Term (Working) Memory",75,75,15,10,"No to treatment",90,1003.93000000622,0.2,1,"46",26.9333333333333,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"497","3FgQya4U","Short Term (Working) Memory",75,40,20,40,"No to treatment",90,3258.4799999895,0.5,1,"47",-8.06666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"498","3FgQya4U","Short Term (Working) Memory",75,25,70,5,"Yes to treatment",77,1502.33000001754,2.8,1,"48",-23.0666666666667,43.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"499","3FgQya4U","Short Term (Working) Memory",75,20,25,55,"No to treatment",90,3306.67999997968,1.25,1,"49",-28.0666666666667,-1.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"500","3FgQya4U","Short Term (Working) Memory",75,35,20,45,"No to treatment",77,3789.37499999302,0.571428571428571,1,"50",-13.0666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"501","3FgQya4U","Short Term (Working) Memory",75,55,25,20,"No to treatment",90,6545.19500001334,0.454545454545455,1,"51",6.93333333333333,-1.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"502","3FgQya4U","Short Term (Working) Memory",75,60,30,10,"No to treatment",77,1584.21999998973,0.5,1,"52",11.9333333333333,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"503","3FgQya4U","Short Term (Working) Memory",75,70,20,10,"No to treatment",77,1302.68999998225,0.285714285714286,1,"53",21.9333333333333,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"504","3FgQya4U","Short Term (Working) Memory",75,5,75,20,"Yes to treatment",77,2102.24999999627,15,1,"54",-43.0666666666667,48.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"505","3FgQya4U","Short Term (Working) Memory",75,80,10,10,"No to treatment",90,1466.31500002695,0.125,1,"55",31.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"506","3FgQya4U","Short Term (Working) Memory",75,40,30,30,"Yes to treatment",90,1857.29499999434,0.75,1,"56",-8.06666666666667,3.06666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"507","3FgQya4U","Short Term (Working) Memory",75,55,40,5,"No to treatment",77,1578.68999999482,0.727272727272727,1,"57",6.93333333333333,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"508","3FgQya4U","Short Term (Working) Memory",75,60,25,15,"No to treatment",90,3021.14999998594,0.416666666666667,1,"58",11.9333333333333,-1.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"509","3FgQya4U","Short Term (Working) Memory",75,65,10,25,"Yes to treatment",90,1485.44499999844,0.153846153846154,1,"59",16.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"510","3FgQya4U","Short Term (Working) Memory",75,55,5,40,"No to treatment",90,1894.97500000289,0.0909090909090909,1,"60",6.93333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"511","3FgQya4U","Short Term (Working) Memory",75,10,80,10,"Yes to treatment",90,2666.33500001626,8,1,"61",-38.0666666666667,53.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"512","3FgQya4U","Short Term (Working) Memory",75,70,25,5,"No to treatment",90,3077.38500001142,0.357142857142857,1,"62",21.9333333333333,-1.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"513","3FgQya4U","Short Term (Working) Memory",75,65,5,30,"No to treatment",90,6262.03999997233,0.0769230769230769,1,"63",16.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"514","3FgQya4U","Short Term (Working) Memory",75,60,10,30,"No to treatment",77,1097.60499998811,0.166666666666667,1,"64",11.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"515","3FgQya4U","Short Term (Working) Memory",75,90,5,5,"No to treatment",90,1617.59999999776,0.0555555555555556,1,"65",41.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"516","3FgQya4U","Short Term (Working) Memory",75,40,20,40,"No to treatment",77,2422.50999997486,0.5,1,"66",-8.06666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"517","3FgQya4U","Short Term (Working) Memory",75,55,15,30,"No to treatment",77,2177.12000000756,0.272727272727273,1,"67",6.93333333333333,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"518","3FgQya4U","Short Term (Working) Memory",75,60,20,20,"No to treatment",77,1351.83500000858,0.333333333333333,1,"68",11.9333333333333,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"519","3FgQya4U","Short Term (Working) Memory",75,70,20,10,"No to treatment",90,1414.50499999337,0.285714285714286,1,"69",21.9333333333333,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"520","3FgQya4U","Short Term (Working) Memory",75,40,20,40,"Yes to treatment",90,4669.64000000735,0.5,1,"70",-8.06666666666667,-6.93333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"521","3FgQya4U","Short Term (Working) Memory",75,90,5,5,"No to treatment",77,1109.22499999288,0.0555555555555556,1,"71",41.9333333333333,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"522","3FgQya4U","Short Term (Working) Memory",75,40,40,20,"Yes to treatment",90,36907.8549999977,1,1,"72",-8.06666666666667,13.0666666666667,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"523","3FgQya4U","Short Term (Working) Memory",75,80,15,5,"No to treatment",90,1238.02499999874,0.1875,1,"73",31.9333333333333,-11.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"524","3FgQya4U","Short Term (Working) Memory",75,80,10,10,"No to treatment",77,1058.59500000952,0.125,1,"74",31.9333333333333,-16.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"525","3FgQya4U","Short Term (Working) Memory",75,15,5,80,"No to treatment",90,4615.24000001373,0.333333333333333,1,"75",-33.0666666666667,-21.9333333333333,0.25534860964115,0.848351373001322,1.098043895819,0.99024018634454,1,1,1
"526","5ORauwUN","Short Term (Working) Memory",75,85,5,10,"No to treatment",77,656,0.0588235294117647,1,"1",33.5333333333333,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"527","5ORauwUN","Short Term (Working) Memory",75,45,10,45,"No to treatment",77,5214,0.222222222222222,1,"2",-6.46666666666667,-11.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"528","5ORauwUN","Short Term (Working) Memory",75,55,40,5,"Yes to treatment",90,1019,0.727272727272727,1,"3",3.53333333333333,18.5333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"529","5ORauwUN","Short Term (Working) Memory",75,55,20,25,"No to treatment",90,5338,0.363636363636364,1,"4",3.53333333333333,-1.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"530","5ORauwUN","Short Term (Working) Memory",75,70,10,20,"No to treatment",77,2391,0.142857142857143,1,"5",18.5333333333333,-11.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"531","5ORauwUN","Short Term (Working) Memory",75,60,20,20,"No to treatment",90,1268,0.333333333333333,1,"6",8.53333333333333,-1.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"532","5ORauwUN","Short Term (Working) Memory",75,90,5,5,"No to treatment",77,4145,0.0555555555555556,1,"7",38.5333333333333,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"533","5ORauwUN","Short Term (Working) Memory",75,80,10,10,"No to treatment",90,1790,0.125,1,"8",28.5333333333333,-11.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"534","5ORauwUN","Short Term (Working) Memory",75,80,15,5,"No to treatment",77,931,0.1875,1,"9",28.5333333333333,-6.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"535","5ORauwUN","Short Term (Working) Memory",75,85,5,10,"No to treatment",90,859,0.0588235294117647,1,"10",33.5333333333333,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"536","5ORauwUN","Short Term (Working) Memory",75,45,15,40,"No to treatment",90,1101,0.333333333333333,1,"11",-6.46666666666667,-6.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"537","5ORauwUN","Short Term (Working) Memory",75,55,35,10,"Yes to treatment",77,1711,0.636363636363636,1,"12",3.53333333333333,13.5333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"538","5ORauwUN","Short Term (Working) Memory",75,45,45,10,"Yes to treatment",77,1832,1,1,"13",-6.46666666666667,23.5333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"539","5ORauwUN","Short Term (Working) Memory",75,90,5,5,"No to treatment",90,3017,0.0555555555555556,1,"14",38.5333333333333,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"540","5ORauwUN","Short Term (Working) Memory",75,25,5,70,"No to treatment",77,691,0.2,1,"15",-26.4666666666667,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"541","5ORauwUN","Short Term (Working) Memory",75,50,15,35,"No to treatment",90,721,0.3,1,"16",-1.46666666666667,-6.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"542","5ORauwUN","Short Term (Working) Memory",75,70,10,20,"No to treatment",77,1324,0.142857142857143,1,"17",18.5333333333333,-11.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"543","5ORauwUN","Short Term (Working) Memory",75,15,25,60,"No to treatment",77,1091,1.66666666666667,1,"18",-36.4666666666667,3.53333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"544","5ORauwUN","Short Term (Working) Memory",75,85,10,5,"No to treatment",90,781,0.117647058823529,1,"19",33.5333333333333,-11.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"545","5ORauwUN","Short Term (Working) Memory",75,55,5,40,"No to treatment",90,756,0.0909090909090909,1,"20",3.53333333333333,-16.4666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"546","5ORauwUN","Short Term (Working) Memory",75,10,60,30,"Yes to treatment",77,833,6,1,"21",-41.4666666666667,38.5333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"547","5ORauwUN","Short Term (Working) Memory",75,5,15,80,"No to treatment",77,3124,3,1,"22",-46.4666666666667,-6.46666666666667,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
"548","5ORauwUN","Short Term (Working) Memory",75,25,35,40,"Yes to treatment",77,1793,1.4,1,"23",-26.4666666666667,13.5333333333333,0.0420114024369818,0.974660552595025,1.24402308710711,1.00226226555572,0,1,0
